,id,song,album,artist,acousticness_x,danceability_x,duration_ms_x,energy_x,instrumentalness_x,key_x,liveness_x,loudness_x,mode_x,speechiness_x,tempo_x,time_signature,valence_x,album_id,date,date_year,duration_ms_d,com_f_x,acousticness_y,artists,danceability_y,duration_ms_y,energy_y,explicit,instrumentalness_y,key_y,liveness_y,loudness_y,mode_y,name,popularity,release_date,speechiness_y,tempo_y,valence_y,year,release_date_year,artists_d,com_f_y,popularity_dummy,lyrics,stats_dict_tuple,num_sentences,num_words,num_syllables,readability,grade,richness,Language,neg,neu,pos,compound,compound_vader_polarity,artist_popularity
25,5xaJ0guQNDtSrIhH0XWuLq,,,,,,,,,,,,,,,,,,,,,,0.983,['Sonny Boy Williamson I'],0.505,187559,0.258,0,2.59e-05,0,0.159,-14.695,1,Big Apple Blues,0,1941,0.119,82.74,0.8759999999999999,1941,1941-01-01,Sonny Boy Williamson I,Sonny Boy Williamson I187559Big Apple Blues0.9830.5050.25802.59e-0500.159-14.69510.11982.740.8759999999999999,0,"big apple blues trk 3 : robert lee mccoy recorded december 18 , aurora , illinois robert lee mccoy - vocal & guitar , probably speckled red - piano sonny boy williamson - harmonica album : robert lee mccoy bluebird recordings 1937 - 1938 bluebird rca # 67146 - 2 now you know , baby you told me you didn ' want me no mo ' now you know you told me , baby ' at you didn ' want me no mo ' now with me you done showed your big apple yo ' daddy got to let you go now you know the day , baby you driftin ' round from do ' to do ' now you know , baby you driftin ' round from do ' to do ' now , since you done showed your big apple i can ' love you no mo ' now baby , when i had you you couldn ' find no kind - a place to go now when i had you , baby you could no kind kind - a sho ' place to go but since you done showed yo ' big apple you driftin from do ' to do ' ' play that thing ' ' oh , that ' tough playin , mike ' ' oh , i guess i ' ll find me another one ' ' yas ' now baby , since it ' gon ' to rainin ' and begin to snow baby , since it begin to rain and begin to snow now , you done showed your big apple ain ' hardly got a place to go ~","({'num_sentences': 1, 'num_words': 278, 'num_syllables': 268}, {'readability': -156.892, 'grade': 'College Graduate'})",1.0,278.0,268.0,-156.892,College Graduate,0.1978417266187049,en,0.031,0.8959999999999999,0.072,0.8190000000000001,1.0,60.8484016149315
26,3PRf5zTYTgZPzmjCMx0ADh,,,,,,,,,,,,,,,,,,,,,,0.0184,['Masonic'],0.49,163560,0.524,0,0.000237,9,0.0711,-8.152000000000001,1,End of Summer,0,2020-08-17,0.0267,111.495,0.286,2020,2020-01-01,Masonic,Masonic163560End of Summer0.01840.490.52400.00023790.0711-8.15200000000000110.0267111.4950.28600000000000003,0,"though the dead are decomposing though my flesh and hair are thinning though my eyesight is fading though the planet is decaying though the haters don ' stop hating though the gulf coast is flooding though the news is always troubling though the headlines are befuddling though our time is disintegrating though our days are dissipating though my friends keep moving though the city keeps on changing though the roses are drying though the orchid petals are falling my love for you is undying my love for you is undying my love for you is undying my love for you is undying watching a fight the other night valencia street with you , at the burger joint a guy from nebraska against a guy from namibia a woman was outside on the curb crying two men were consoling her by her side two men were consoling her by her side i walked out and asked if everyone was alright they said , "" we ' re okay , thank you for asking "" "" you too , have a good night "" i went and sang some songs at the chapel with some interesting other singers like blag dahlia from the dwarves and the classy bob davenport when i finished singing my songs a girl approached me and said , "" hey "" i said , "" you look familiar , how do i know you ?"" she said , "" you don ' know me , my name is vivian and i really enjoyed your singing "" i said , "" thank you "" and i shook her hand she said , "" i listened to your music more than i ever slept "" i had no reply to that , then she nodded to her friend then i reached for your hand , then she smiled then she left though my hardwood floors are getting creaky though an unexpected cat ' meow can get me shaking though i dehydrate quickly when i ' leaf raking though i fall asleep less than i ' waking though my guitar tubes are oxidizing though with age i ' prioritizing my workload and my socializing though it used to be nothing i ' realizing it ' now all getting more tiring though mayweather is retiring though my old lamps need rewiring though my testosterone is expiring though movie directors are no longer calling my ears were ringing so i went and met you for a dinner at the big four as we got to walk out the door a woman said , "" hey mister , you dropped your wallet on the floor "" my jacket hit a glass , it fell to the floor and it crashed everybody looked startled as if our names were jaymes and bartles i said , "" hey , it ' a tight space , spare me your pity coming from your facelifted faces this could have happened to each and every one of you too "" the waiter hurried over , said "" we ' re gonna have to ask you to leave , sir "" i said "" hey , i was leaving anyhow that ' the last time you ' re going to see a bad guy like this , that ' for sure "" thank you antonio montana , from a prison in havana from a boat across the atlantic to a mansion in miami though these words may need refining though i much prefer reclining backstage and out front autograph signing though i prefer infrequent flying though for perfection , i ' ve stopped trying my love for you is undying my love for you is undying my love for you is undying my love for you is undying my love for you is undying my love for you is undying my love for you is undying during our long summer staycation we attended a relative ' cremation her bereaved husband sat there trembling with his cane our hearts were broken her picture was so beautiful and so youthful everyone was mournful and tearful then his grandchildren walked him to the car at the end of the lawn flowers were waiting though so many there were grieving there was no doubt and no denying of a love undying , of an undying love though some may find my specifying agonizing and trying long - winded and unsatisfying others may find it hypnotizing , comforting , and inspiring relatable and consoling i went to the bookstore the other day the counter girl was scratching at her hand she said she thought that it was itching because of all the cash that she ' been handling i said , "" it could be that , or depending on where you ' ve been it might also be bedbugs "" and she looked at me with surprised and starstruck eyes she asked , "" are you like the real , like the actual , mark kozelek ?"" i said , "" yes , i am that man "" she said , "" oh my god , i ' like a really , really big fan "" then she said , "" we should totally go to panera "" i replied , "" there ' a panera bread in san francisco ?"" she said , "" no , there ' not a panera bread in san francisco even if there was , i ' never meet you there anyhow "" and someone said , "" actually there is a panera bread in san francisco on geary and masonic "" and she said , "" well , i was just kidding anyhow "" and then suddenly there was an awkward silence at first , i thought she was the nicest then suddenly she seemed cold as isis and this didn ' sit well on my midlife crisis then her boss came over and threw a wet blanket on the good vibes he said , "" sir , can i ask you , are you even planning to buy a book ?"" i said , "" well i was , but this store smells like an old barn full of old amish musty quilts "" he said , "" that will be enough of that language , sir "" i said , "" okay , but i came in here well - intentioned and that mean - spirited counter girl of yours totally hurt my feelings "" he asked what had she done that i found so demeaning i said , "" she engaged me and then for no reason at all , venomously stung me "" he said , "" you might be overanalyzing that you ' re exaggerating or bold - faced lying "" i said , "" no , i ' not dramatizing , fictionalizing , or even slightly modifying "" he said , "" i think your brain may need rewiring "" i said , "" i think the two of you are co - conspiring "" then they laughed and they looked down at their phones then i walked out the door and was on my way home then as i walked along the road , my mind hypothesizing what could have went so wrong in this liberal vegan bookstore specializing in charles bukowski but doesn ' carry the new mike tyson biography ? then a sort of happiness overcame me as i began realizing that for a connection i ' ll never stop trying even if it results in my eyes crying when i stop caring is when i ' dead inside my heart was now reviving my lips were now a - smiling then these words i began compiling and a melody started forming","({'num_sentences': 2, 'num_words': 1295, 'num_syllables': 1554}, {'readability': -551.897, 'grade': 'College Graduate'})",2.0,1295.0,1554.0,-551.8969999999999,College Graduate,0.2578906851424172,en,0.071,0.8220000000000001,0.107,0.9857,1.0,4.0
27,1zPqbgxIRE0YubqaH3M0cN,,,,,,,,,,,,,,,,,,,,,,0.444,['Masonic'],0.6609999999999999,275907,0.52,0,0.0003399999999999,9,0.0827,-9.165,1,The Answer,0,2020-08-17,0.0267,103.436,0.527,2020,2020-01-01,Masonic,Masonic275907The Answer0.4440.66099999999999990.5200.0003490.0827-9.16510.0267103.4360.527,0,"haunted by the opticals exhibiting the man within myself parallel vision with no mirror in my possession seek help with this this digression , consciously aware a piece of human kind specifically designed for serving jehovah the hope for peace is over the future correlates to actions executing themselves presently to the third degree to the maximum the year one comma nine nine eight nuclear explosion buttons are controlling my fate hallucinate myself behind bars there ' nothing i can do watch my brother self - destruct , affected with eternal flu technology advances advanced into potential danger government officials soon seek employment at the 18th hanger question the theory that one person makes a change stand up for your beliefs or all perceptions stay the same from now until then , most people play the back seat in this atmospherical taxi without paying fee the problem ' persistence is guided by the flesh existence look at my hands i realize just exactly who i am sin was always here when will it ever go away ? the answer to that question comes with judgment day if our lives were a novel this could be the last edition realize what you ' re doing start to make the right decision if you ' re seeking trouble time to change your position our generation can ' survive in critical condition critical condition what ' the status ? bout to put you in conditions , that ' critical ! critical condition what ' the status ? bout to put you in conditions , that ' critical ! my voice travels miles from the middle east of florida toward the vital information through your corridor the new world order the ill plot to lock blocks and watch the poor on they monitors resort to selling rocks society ' the pyramid on the back of the dollar minorities the bottom rung , the middle rung is the scholars moving up in the degrees in masonic fraternities like the order of beliefs representing the beast infantries infiltrating they every wicked move with reconnaissance tactics that be locking the groove a record , so you can check it , respect it and know the truth babylon ' a whore , i fight this war with proof for black youth who ain ' free but just emancipated like fifty percent of brothers in dc incarcerated still , we can be faded , that ' why america ' so jaded change the whole frame of the game and how they played it but we get assassinated by press like oj but when clinton page whores and wage wars , it ' ok i break these lines of defense like sports and take no shorts when i ' out in the streets or approaching the bench in circuit courts my battles are fought , the narrow path is sought yo , my soldiers bring the wrath of god and can ' be bought if you brought kkk and the pope , you couldn ' enslave the voice that collapsed the matron to an enclave i dropped a jewel and save the pearl from the swine corrupt they minds , keeping this jam shining they nines powerless cause power refines , you gained spine catch a house arrest anklet , tracked by gps your information and location get beamed to satellites you thought you was general , but you can ' battle right take my advice or wise up on your mission hot metal can ' change the ghetto ' critical condition the organic cyborg evolved from a tape deck dastardly form the glass sphere with no concept ironic , i was created from jenova ' project outcast into the shadows , a city without logic peeking out sewer drains , i learned from society so half humanoids is mutant past they rioting vital information journalists remain silent saturday morning cartoons consist of sins and acts of violence now i ' violent , bringing up file "" attack mode "" i have cloned human vortex to avoid a barcode conditions for the future are decided through the present indefinite , through genetics , i was raised to be intrepid forget utopia , junk planet is my reality i used to dream about life as a peaceful art gallery top secret ways of living , citizens controlled by hard drive lies covered by government to androids with snake eyes i walk the earth in contemplation while men fall victim to self - inflicted mutations i ' saddened by this cycle of never ending wickedness and ignorance the nation stays unconscious , i call upon the savior falling into god ' arms is critical to explore your spiritual side if you collide with this final judgment day past the next millennium , material objects become like dust in the wind see , you trapped in a fantasy , unaware your body is temporary a housing for the soul control your destiny through righteous steps know yourself the future now unfaded , never definite it lies in the palms of this next generation but will it be infected with the same rotation of evil actions , society is full of sin and stagnant i fight against the system and pass on the wisdom you can ' disrupt these sevens the mind stays divine forever placed among the heavens","({'num_sentences': 6, 'num_words': 900, 'num_syllables': 1267}, {'readability': -64.513, 'grade': 'College Graduate'})",6.0,900.0,1267.0,-64.513,College Graduate,0.4312849162011173,en,0.147,0.74,0.113,-0.9894,-1.0,4.0
28,1Iz2uLsIy8AFrxN6tA23iy,,,,,,,,,,,,,,,,,,,,,,0.00115,['Story Of The Year'],0.517,211147,0.979,0,0.0,5,0.488,-2.949,0,We Don't Care Anymore,0,2020-07-10,0.0675,98.17,0.359,2020,2020-01-01,Story Of The Year,Story Of The Year211147We Don't Care Anymore0.001150.5170.97900.050.488-2.94900.067598.170.359,0,"underneath the gun in front of waiting eyes our time has just begun no second chance tonight so we walk the longest days to live inside the shortest nights we compromise our hearts to keep them satisfied the shadows of our past hard to ignore but judgment means nothing that ' not what we ' re fighting for we don ' care anymore we don ' care anymore we don ' care anymore we don ' care anymore underneath the gun in front of doubting eyes we walk this path as one take on the world tonight and we ' ll carve our names into their bones we ' ll never sell ourselves that ' not what we ' re fighting for we don ' care anymore we don ' care anymore we don ' care anymore we don ' care anymore i won ' let this love i won ' let this love die i won ' let it die there is only one thing that matters this time at the hands of judgment i won ' let it die no sacrifice regrets left behind i won ' let it die this time , yeah , this time i won ' let it die that ' not what we ' re fighting for we don ' care anymore we don ' care anymore we don ' care anymore we don ' care anymore we don ' care anymore no , we don ' care anymore we don ' care anymore we don ' care anymore i won ' let this love i won ' let this love die","({'num_sentences': 1, 'num_words': 269, 'num_syllables': 303}, {'readability': -161.493, 'grade': 'College Graduate'})",1.0,269.0,303.0,-161.493,College Graduate,0.1933085501858736,en,0.286,0.599,0.115,-0.9924,-1.0,58.0
29,1ufp6y4z6brWH5xuxevlY8,,,,,,,,,,,,,,,,,,,,,,0.679,['Hot Tuna'],0.6409999999999999,524187,0.336,0,0.385,4,0.728,-17.086,1,99 Year Blues,0,2010-07-13,0.0263,100.098,0.547,2010,2010-01-01,Hot Tuna,Hot Tuna52418799 Year Blues0.6790.64099999999999990.33600.38540.728-17.08610.0263100.0980.547,0,"well , now give me my pistol , man and three round balls i ' gonna shoot everybody that i don ' like at all like at all , like at all like at all , like at all gotta . 38 special , man and . 45 frame you know the thing don ' miss ' cause i got dead aim got dead aim , got dead aim got dead aim , got dead aim well , the world is a drag and my friends can ' vote gonna make me a connection and score some dope go , get high , go , get high go , get high , go , get high","({'num_sentences': 3, 'num_words': 118, 'num_syllables': 106}, {'readability': 90.915, 'grade': '5th Grade'})",3.0,118.0,106.0,90.915,5th Grade,0.2521008403361344,en,0.262,0.604,0.134,-0.9564,-1.0,40.0
30,79Pbrg9gBjdA1XZOWGAel0,,,,,,,,,,,,,,,,,,,,,,0.0116,['Man'],0.405,245960,0.83,0,0.309,5,0.0966,-7.954,1,Back into the Future - 2006 Remaster,0,2006-06-26,0.0301,130.627,0.1889999999999999,2006,2006-01-01,Man,Man245960Back into the Future - 2006 Remaster0.01160.4050.8300.30950.0966-7.95410.0301130.6270.189,0,"stevie nicks - edge of seventeen joan jett & the blackhearts - i love rock ' roll blondie - one way or another the cranberries - zombie non blondes - what ' up ? big brother & the holding company - piece of my heart heart - barracuda pat benatar - hit me with your best shot alabama shakes - don ' wanna fight amy winehouse - back to black . flay - blood in the cut haim - the wire hole - celebrity skin tash sultana - jungle florence + the machine - dog days are over saint agnes - welcome to silvertown alanis morissette - you oughta know lp - lost on you patti smith - because the night joan jett & the blackhearts - i hate myself for loving you paramore - misery business carly simon - you ' re so vain fleetwood mac - dreams elle king - ex ' & oh ' the cardigans - lovefool dorothy - raise hell no doubt - just a girl hannah wicklund & the steppin stones - bomb through the breeze the interrupters - she ' kerosene the ting tings - shut up and let me go the breeders - cannonball meg myers - running up that hill annie lennox - i put a spell on you grace potter & the nocturnals - paris jade bird - i get no joy the runaways - cherry bomb yeah yeah yeahs - heads will roll pj harvey - down by the water bishop briggs - river fleetwood mac - everywhere yonaka - teach me to fight juliet simms - it ' a man ' , man ' , man ' world mazzy star - fade into you letters to cleo - i want you to want me halestorm - i miss the misery the new respects - trouble grace mitchell - kids the pretty reckless - take me down pvris - you and i garbage - # 1 crush joan jett & the blackhearts - crimson and clover dead sara - weatherman bleached - wednesday night melody evanescence - bring me to life the kills - future starts slow björk - army of me jefferson airplane - somebody to love emily wolfe - atta blues the beaches - give it up ' til tuesday - voices carry edie brickell & new bohemians - what i am best coast - feeling ok the go - go ' - we got the beat metric - help i ' alive the aces - stuck rilo kiley - portions for foxes ms mr - hurricane luscious jackson - naked eye flyleaf - all around me gin wigmore - black sheep marmozets - captivate you lana del rey - young and beautiful kendra morris - banshee tigress - power lines first aid kit - my silver lining l7 - pretend we ' re dead in this moment - oh lord new years day - skeletons eliot sumner - halfway to hell veruca salt - seether of monsters and men - crystals joan jett & the blackhearts - cherry bomb lita ford - kiss me deadly indigo girls - closer to fine melissa etheridge - like the way i do lissie - daughters brandi carlile - the story cilver - i ' america kate bush - this woman ' work bloxx - curtains the regrettes - california friends liz phair - never said","({'num_sentences': 3, 'num_words': 568, 'num_syllables': 648}, {'readability': -81.854, 'grade': 'College Graduate'})",3.0,568.0,648.0,-81.854,College Graduate,0.4938271604938271,en,0.128,0.737,0.136,0.3719,1.0,60.8484016149315
31,6Fp9EtSxnZ5L7bi5jrHwb4,,,,,,,,,,,,,,,,,,,,,,0.0002009999999999,['Interstate'],0.528,231184,0.755,0,0.828,11,0.109,-12.421,1,I Found You - Radio Edit,0,2013-03-08,0.0372,132.96200000000002,0.4970000000000001,2013,2013-01-01,Interstate,Interstate231184I Found You - Radio Edit0.0002010.5280.75500.828110.109-12.42110.0372132.962000000000020.4970000000000001,0,"never let you go .. thought i lost you , in the darkness , of a lonely night then i found you , in my arms and , holding me so tight when i ' with you , and i kiss you , i can feel your heart don ' you know that , i ' the one to , keep you safe and warm .. never let you go ..","({'num_sentences': 7, 'num_words': 143, 'num_syllables': 121}, {'readability': 114.515, 'grade': '5th Grade'})",7.0,143.0,121.0,114.515,5th Grade,0.4225352112676056,en,0.1119999999999999,0.7929999999999999,0.094,-0.0258,-1.0,60.8484016149315
32,6TVeB6IIIZF0XQOwJdwDDC,,,,,,,,,,,,,,,,,,,,,,0.0679,['Jüsan'],0.521,126720,0.401,1,0.0,1,0.346,-14.73,0,Delusions of Grandeur,0,2019-01-14,0.177,75.824,0.268,2019,2019-01-01,Jüsan,Jüsan126720Delusions of Grandeur0.06790.5210.40110.010.34600000000000003-14.7300.17775.8240.268,0,"january : comethazine - bawskee james blake - assume form wifisfuneral & robb bank $ - conn3ct3d burger man - easy on the mustard fijimacintosh - teenage disillusionment members only - members only , vol . lil boom - hentai haven february : a $ ap ant - addie pitino lucki - freewave fijimacintosh - black substance gunna - drip or drown offset - father of thouxanbanfauni & unotheactivist - for christ sake sahbabii - 3p night lovell - goodnight lovell march : solange - when i get home dababy - baby on baby zacari - run wild run free lil gotit - crazy but it ' true rich the kid - the world is yours nav - bad habbits april : a $ ap ant - addie izzo 88glam - 88glam2 . 5 anderson . paak - ventura pivot gang - you can ' sit with us shy glizzy - covered blood young nudy - faded in the booth rico nasty & kenny beats - anger management schoolboy - crash talk may : hoodrich pablo juan - blo : the movie young nudy & pi ' erre bourne - sli ' merre safe - stay money - shawty paid tyler , the creator - igor flying lotus - flamagra yg - 4real 4real swavay - pure infinity denzel curry - zuu june : valee - runnin ' rich future - save me goldlink - diaspora lil keed - long live mexico gucci mane - delusions of grandeur lil nas - pi ' erre borune - the life of pi ' erre freddie gibbs & madlib - bandana wifisfuneral - ethernet mustard - perfect ten july : dreamville - revenge of the dreamers iii a $ ap ant - addie calipari fijimacintosh - cultural icon blood orange - angel ' pulse maxo kream - brandon banks unotheactivist - deadication comethazine - bawskee 3 . 5 chance the rapper - the big day august : rich forever music - rich forever","({'num_sentences': 5, 'num_words': 334, 'num_syllables': 402}, {'readability': 37.209, 'grade': 'College Level'})",5.0,334.0,402.0,37.209,College Level,0.4969696969696969,en,0.1,0.7559999999999999,0.144,0.9241,1.0,60.8484016149315
33,4OiVYDOCga74AmVdAipKPQ,,,,,,,,,,,,,,,,,,,,,,0.1,['Jüsan'],0.736,149786,0.447,1,0.0,1,0.109,-13.587,1,Ain't Meant to Be,0,2019-01-14,0.237,78.564,0.565,2019,2019-01-01,Jüsan,Jüsan149786Ain't Meant to Be0.10.7360.44710.010.109-13.58710.23778.5640.565,0,"sway this is my demo this is my demo intro - ladies and gentlemen welcome to the end of the beginning my name is sway aka little derek and right now i ' about to take you to the very beginning before the after prior to the present before the hype , before the magazines before the buzz and before the mixtapes back to the blood sweat and tears growing up i had to much on my mind i needed a way to get all this crap out of my head , so i chose music / this is my beginning , this is my introduction this is my dream , listen very carefully , this is my demo its the arrival of dcypha , live from this london dungeon that ' where i ' ve bin putting it down for my people on the north side east side west side south side inside outside that ' what im saying yeah ? and for years that ' how long i waited here and im prepared back then people never wanted to hear me though that ' when i had to shoot a little video now im giving the album here we go ever since i was a little kid about or i always wanted to be bigger than big ben but dreams can easily come to an end when your living in the big . . . . . . the city that never sleeps so how do we dream ? little kids forced to think like men and the big smoke just gets u lean to get a good start in life i took a run up instead of picking a gun up i picked up a pen and i shoot for the run up on the that ' why i got up on u clowns now im becoming tha talk of tha town jus yester day i was walking around trying to figure out how im gonna come up on the crown now im in the middle when the gathering crowds are saying : the beginning is still in my memory i was sitting in my school assembly never listen to what the teachers telling me i was thinking will i live to and if i die will the world remember me whos my friends and whos my enemies who will love and who will envy me now im ready for whatever is meant to be i put my blood sweat and tears in this music , i will not fail your lisening to this is my demo once upon a time in a place haringey lived this average african black kid trying to get up in this flat brook road he would practice rapping rapidly this rap emcee had a lot to say with a little time so he rapped quick not to say he never had any friends but he never had many never had a penny to access the 05 / 09 / 82 : flew back to the mother land where he grew flew back to the other land he was english boy with an african accent 05 / 09 / 92 : using the music rooms in his school recording rhythms then he rid ' em with riddles now he ' an african boy wit an english accent now he ' and your lisening to his first official lp debut and i got the energy - eh im not jus an . i . .- ger im still hungry and im eager and im more ready than i ' ve ever been - er because ive been persuading this thing from school since commodore atari and amiga remember me sir ? i ain ' in it to be number two five albums that ' what im gunna do five albums then im done then im through the enemies - ahhh bite the dust this is all before the hype , the buzz this is all before the wife the lust and the lies the thugs with knives and guns its entertainment for you but its life for us , its time to buss my niggas chorus break : left side islamic prayer right side christian prayer ive got angels on my nokia im out here and i got no fear no foes or no phobias so all these plotting with the obeahs and voodoo there ' no hope for ya hang yourself i got rope for ya i said there ' no hope for ya hang yourself i got rope for ya cause god would never let the devil harm any ' and when im in the dark read psalms im trying to good on the path for the beasts a palce where the bad boys are the police trapped in between the iman and the priest and i can ' see if im gonna be in the church with a cross around ma neck or in a mosque with a quran and a palm full of beads","({'num_sentences': 6, 'num_words': 833, 'num_syllables': 979}, {'readability': -33.509, 'grade': 'College Graduate'})",6.0,833.0,979.0,-33.509,College Graduate,0.2544802867383512,en,0.076,0.857,0.066,-0.9456,-1.0,60.8484016149315
34,7w4oROW4gCnlDvrWQpJOoF,,,,,,,,,,,,,,,,,,,,,,0.589,['Jüsan'],0.564,128000,0.469,1,0.0,0,0.732,-14.095999999999998,0,So Long,0,2019-01-14,0.6579999999999999,70.339,0.6970000000000001,2019,2019-01-01,Jüsan,Jüsan128000So Long0.5890.5640.46910.000.732-14.09599999999999800.657999999999999970.3390.6970000000000001,0,"even when it hurts would you still put me first , even when it hurts ? damn , remember when it was jus an idea ? it ' kinda crazy how we made it here all the pain , hard work and blood , sweat and tears all the bros that we lost how we wish was here i don ' like suprises , well , i just hate the stares i know these bitches ain ' shit that ' why i stay prepared my ex tried to make me jealous thinking that i cared forgetting bout the last bitch that took what was here yea , hard for me to really hurt i wish me & brit could make it work see in her mind think i ' puttin other bitches first i just wonder who she ' ll fuck once i ' the dirt see i watched myiesha and know she really love my brother he was dead for a year , she found abother lover , damn you can ' control nothin when you gon and it ' only so long now i ' on so enjoy the moment ain it crazy how the brain work success is nothin wit no pain first a couple million right now is what my name worth i love my nigga much it ' like we got the same earth watch niggas they in a disguise loyalty til the end who in for the ride ? xanies and nem perks got a nigga fried it ' like medusa if you ever lookin in my eyes closest i ' ll get to heaven is my kids cos i know i gotta answer fa the shit i did my hands too dirty for him to forgive i mean , it is what it is don ' understand how i ' still blessed i ' just tryna stop my mother ' stress take care of the kids and the ones that my brother left so if you tryna stop that you betta come correct she like albee , why i ain meet ya mother yet ? cos you ' ll neva last wit the onces my mother met i used to sneak outside while my mother slept prolly made a hundred thousand on my mother ' steps , yea truth be told , that ' a truth be told she said albee don ' you lie to me i said i love you girl , honestly this is how it gotta be i know you gettin tired uh me i be getting tired uh me it hurt to see you cry ta me how long would you ride for me ? and see me as your prodigy ? yea i know you love me but love is like a lie to me so many people lied to me it took so much up outta me i ' drained and i don ' mean ta put you in the same bucket but how i protect myself and just saying fuck it ? hypothetically your love is just ahead of me and i ' just tryna be a better me , me the same thing that make you laugh could make you cry the same thing that make you quit could make you try i see them tears in her eyes and it hurt me cos i ' the reason why , i ' the reason why why i ' still like this i know love ain ' posed ta feel like this , it make me feel like shit maybe it ' best for us to separate how much you really love me ? she don ' hesitate maybe it ' best for the both of us why you speaking up for both of us ? albee boy i know wassup i don ' know it all but i know enough you acting like it ain ' no hope for us and i gave you all of me you ignoring me like i ain ' show enough boy you grown but you ain ' growing up i know but , this love shit you gotta brace yourself cos if anot her person cross me ima hate myself and you prolly don ' wanna hear it cursing me out , thinking i ' careless thinkin i don ' feel shit but i would die for you that ' real shit you know all the pain that i dealt with ? the pain i dealt with all this pain that i dealt with would you still put me first ? even when it seems it don ' work ? even when it seems like it won ' work ? would you still put me first ? even when it hurts ...","({'num_sentences': 15, 'num_words': 808, 'num_syllables': 849}, {'readability': 63.268, 'grade': '9th Grade'})",15.0,808.0,849.0,63.268,9th Grade,0.1904761904761904,en,0.184,0.6809999999999999,0.135,-0.9751,-1.0,60.8484016149315
35,5FwlbtGMAq8zdVP45IqU7z,,,,,,,,,,,,,,,,,,,,,,0.115,['Jüsan'],0.5920000000000001,196153,0.436,1,0.0,6,0.18,-15.823,0,Keep It Trill,0,2019-01-14,0.406,139.84799999999998,0.3939999999999999,2019,2019-01-01,Jüsan,Jüsan196153Keep It Trill0.1150.59200000000000010.43610.060.18-15.82300.406139.847999999999980.394,0,"brr - wee , hm - hm - hm - hm - hm big bank beisha , the fuck ? ooh i ' on these bitches necks , i ain ' playin ' nice i peeped you bitches out , ' all ain ' movin ' right how you got thousand with likes ? hoes need to read a book instead of bookin ' flights i see you wearin ' all your homegirl hand - me - downs tryna pop shit living in your mammy house i ' the type of bitch to cuss you and your mammy out whip you bitches ass , i ' your mammy now i ain ' clearing shit up , feel how you feel keep it so a hundred , they should put me on the bill do it for the six , bitch , i always keep it trill doin ' better than these hoes and i ain ' even got a deal , hold up niggas got you poppin ' bitches lookin ' dumb - dumb should be fuckin ' bossеs but you fuckin ' bum - bum never fuck with a nigga that ' gon ' tell and run make a nigga spend a bag , money make me cum , hold up , ooh i act a ass on these bitches ain ' goin ' out sad ' bout no nigga queen kong , i go gorilla monster red jacket with the zippers like i ' "" thriller "", hold on i act a ass on these bitches ain ' goin ' out sad ' bout no nigga queen kong , i go gorilla monster red jacket with the zippers like i ' "" thriller "", hold on moonwalking on a ho face go in her mouth like some colgate like a realtor , put these hoes in they place don ' wanna catch a case , but i will snatch your fuckin ' lace ooh , i got ' em shook like some pom - poms i put ' em in the shell like a wonton you know i keep it player like i ' don juan rollies don ' tick , if yours tickin ' you a time bomb ass fat , still moving in these tight jeans your favorite rapper in my dm , left his shit on seen been hot since a juvie , degrees hoes collecting bodies , put that pussy through a quarantine monkey see , monkey do bitches copy , all my moves fuck it , ' cause i ' ma go banana on ' em diamonds dancing on my watch , go mc hammer on ' em , bitch i act a ass on these bitches ain ' goin ' out sad ' bout no nigga queen kong , i go gorilla monster red jacket with the zippers like i ' "" thriller "", hold on i act a ass on these bitches ain ' goin ' out sad ' bout no nigga queen kong , i go gorilla monster red jacket with the zippers like i ' "" thriller "", hold on queen kong , i go gorilla queen kong , i go gorilla queen kong , i go gorilla monster red jacket with the zippers like i ' "" thriller "", hold on ho — hold on","({'num_sentences': 3, 'num_words': 559, 'num_syllables': 560}, {'readability': -67.045, 'grade': 'College Graduate'})",3.0,559.0,560.0,-67.045,College Graduate,0.2095914742451154,en,0.201,0.698,0.1009999999999999,-0.9973,-1.0,60.8484016149315
