,Unnamed: 0,id,song,album,artist,acousticness_x,danceability_x,duration_ms_x,energy_x,instrumentalness_x,key_x,liveness_x,loudness_x,mode_x,speechiness_x,tempo_x,time_signature,valence_x,album_id,date,date_year,duration_ms_d,com_f_x,acousticness_y,artists,danceability_y,duration_ms_y,energy_y,explicit,instrumentalness_y,key_y,liveness_y,loudness_y,mode_y,name,popularity,release_date,speechiness_y,tempo_y,valence_y,year,release_date_year,artists_d,com_f_y,popularity_dummy,lyrics,stats_dict_tuple,num_sentences,num_words,num_syllables,readability,grade,richness,Language,neg,neu,pos,compound,compound_vader_polarity,artist_popularity
18,18,4bcnp0T9fF1SGxGlHE5XXb,,,,,,,,,,,,,,,,,,,,,,0.745,['Alfred Newman'],0.223,97427,0.177,0,0.00987,7,0.213,-20.706,1,School,0,1941,0.0438,86.59299999999998,0.2189999999999999,1941,1941-01-01,Alfred Newman,Alfred Newman97427School0.7450.2230.17700.0098770.213-20.70610.043886.592999999999980.219,0,theory tim night weekend siri earpiece reelin year dan hit ryu lace track ham cuban troop neuman music hane tee boomin wife piece solution wind combat contusion truman mom kiddie school school use flow coast slang flow coast slang flow coast slang flow coast slang pig bitcoin oil rig joint witcha show brunny split witcha sniffin bitch jack frost right jack rub pop filter style pop filter sonny clam sauce pant home track cost gator gazelle teeth piece pie baby hand rep coast blow tebow see bro jeep pussy eat toe freak hoe bistro peep clothe store street crime cheat code work roll dolo brooknam flow coast slang flow coast slang flow coast slang flow coast slang pinpoint gdp smoker cough jersey breakup,"({'num_sentences': 30, 'num_words': 680, 'num_syllables': 669}, {'readability': 100.597, 'grade': '5th Grade'})",30.0,680.0,669.0,100.597,5th Grade,0.3752711496746204,en,0.119,0.8420000000000001,0.039,-0.9897,-1.0,35.0
19,19,5lqgOLNscKdFVHFevN1uIg,,,,,,,,,,,,,,,,,,,,,,0.982,['Sonny Boy Williamson I'],0.735,166844,0.155,0,2.41e-06,5,0.299,-13.225,1,Good Gal Blues,0,1941,0.0601,95.188,0.6509999999999999,1941,1941-01-01,Sonny Boy Williamson I,Sonny Boy Williamson I166844Good Gal Blues0.9820.7350.15502.41e-0650.299-13.22510.060195.1880.6509999999999999,0,hobo blue trk yank guitar sonny williamson harmonica bass cano bass washboard wshbrd studio chicago il apr issue bluebird album bluebird vol chicago side bmg music gon baby mo nin lordy lord way home lordy way home rytime thinkin baby man head moan baby ev rytime jungle home ev rytime cide lord jungle home prod son goin home acknowlege need mo baby nin fo lord ol freight train begin rock dawn mo nin fo man freight train begin rock lord door sonny ya washboard sam struttin guy death lord lightnin boy cloud risin east yeah ya stay yes lord lord lightnin cloud risin east lord head lord world gon lord home baby home baby time woman,"({'num_sentences': 8, 'num_words': 486, 'num_syllables': 434}, {'readability': 69.626, 'grade': '9th Grade'})",8.0,486.0,434.0,69.626,9th Grade,0.2,en,0.034,0.913,0.053,0.6788,1.0,60.8484016149315
20,20,1F8jZbNv1OfYCTDGfodafG,,,,,,,,,,,,,,,,,,,,,,0.8759999999999999,['Louis Armstrong and His Orchestra'],0.602,174472,0.7559999999999999,0,0.887,6,0.42,-6.296,1,Perdido Street Blues,0,1940-01-01,0.22,77.964,0.665,1940,1940-01-01,Louis Armstrong and His Orchestra,Louis Armstrong and His Orchestra174472Perdido Street Blues0.87599999999999990.6020.755999999999999900.88760.42-6.29610.2277.9640.665,0,perdido heart perdido way day fiesta bolero bolero list sombrero heart sun moon heart high sun moon goodnight perdido perdido,"({'num_sentences': 1, 'num_words': 108, 'num_syllables': 136}, {'readability': -9.318, 'grade': 'College Graduate'})",1.0,108.0,136.0,-9.318,College Graduate,0.2407407407407407,en,0.11,0.81,0.08,-0.25,-1.0,0.0
21,21,4pObosNtYdhcsV2DP5z4y3,,,,,,,,,,,,,,,,,,,,,,0.8270000000000001,['Alcoholics Anonymous'],0.722,623714,0.254,0,0.0,11,0.24,-18.426,1,Fired Again,0,1939-01-01,0.961,117.856,0.659,1939,1939-01-01,Alcoholics Anonymous,Alcoholics Anonymous623714Fired Again0.82700000000000010.7220.25400.0110.24-18.42610.961117.8560.659,0,reach point return see test god time sense godfidence reach point return see test god time sense godfidence predicament everything point friend cluster rope help excuse sky home nothing schedule disappointment god book way appointment world outta pocket wan office decision topic sit heaven bis gossip angel bout fraction weight footprint yahweh genie please way fit thing faith risk confidence world palm seat alcoholic sign providence reach point return see test god time sense godfidence journey way music chase job rapper trust life fame money idea desire designer feature wife family work scene director theater life struggle man architect sign baby lie hit snow nobody hopsin father installment roman bridge heart chance andradece character part plan cuz run one love world cuz side world future responsibility mine,"({'num_sentences': 5, 'num_words': 850, 'num_syllables': 910}, {'readability': -56.287, 'grade': 'College Graduate'})",5.0,850.0,910.0,-56.287,College Graduate,0.2391559202813599,en,0.102,0.7070000000000001,0.191,0.9976,1.0,14.0
22,22,1Qgw1lcQpOuF2sahoVdnr3,,,,,,,,,,,,,,,,,,,,,,0.823,['Josh White'],0.642,202800,0.257,0,0.0003,8,0.258,-9.955,1,Hard Time Blues,0,1940,0.0424,99.968,0.584,1940,1940-01-01,Josh White,Josh White202800Hard Time Blues0.8230.6420.25700.000380.258-9.95510.042499.9680.584,0,gucci sky dancing dark well david guetta name fear del rey mariner mike posner song freestyle paul mccartney road studio lil drip mansionair carrie underwood gtfo youngboy trap house thick jungle beat rewind bryson sensation la diabla martin burn smash silvery east love letter dillon boi pale time omar today sincerity swizz pistol side neighbourhood livin dream charlotte lawrence car ben summer brett thank god flower cigarette catch feeling everybody james sky bridge water rival son lennon stella ciara dose bank taste honey lazer life innanet jam anti everybody mistake jess girl felix sandman part aid kit tender offering coastcity pa la calle dani eye lawrence move voice honor kristina vr dan bob mose nothing jasmine monkey lady studio york poet money cris blaxploitation tear tantrum thugz mansion saint fire brandon live today kari jobe cover earth slater insomniac billie mouse somebody strut bulletproof baby biscuit mountain sparrow monday charlotte self help girl pant te ting eyed love nicco doppelg nger piston rad horror gay fatherson landscape,"({'num_sentences': 2, 'num_words': 504, 'num_syllables': 614}, {'readability': -152.009, 'grade': 'College Graduate'})",2.0,504.0,614.0,-152.009,College Graduate,0.5522682445759369,en,0.076,0.764,0.161,0.992,1.0,38.0
23,23,1OYKkprtDV0hcw5YTp6qZA,,,,,,,,,,,,,,,,,,,,,,0.97,['Josh White'],0.615,154160,0.113,0,0.0207,8,0.1159999999999999,-13.981,1,Jerry,0,1940,0.182,74.60300000000002,0.252,1940,1940-01-01,Josh White,Josh White154160Jerry0.970.6150.11300.020780.116-13.98110.18274.603000000000020.252,0,timber sun river fore boss round road come jerry load hollerin timber lord timber roll hollerin timber lord timber roll jerry mule fool everything mule timber lord timber roll hollerin timber lord timber roll jerry shoulder foot tall timber freight work jerry hollerin timber lord timber roll hollerin timber lord timber roll boss jerry jerry boss rump jerry mule boss jerry head jerry bullet boss till cause hollerin timber lord timber roll hollerin timber lord timber roll lord timber roll lord timber ta roll,"({'num_sentences': 1, 'num_words': 273, 'num_syllables': 311}, {'readability': -166.636, 'grade': 'College Graduate'})",1.0,273.0,311.0,-166.636,College Graduate,0.2402826855123674,en,0.128,0.826,0.046,-0.9702,-1.0,38.0
24,24,2mmI7icP6L7IwUxxhv2o0L,,,,,,,,,,,,,,,,,,,,,,0.993,['Carlo Buti'],0.275,182204,0.0337,0,0.000185,7,0.0988,-24.561,1,Bambina,0,1942-05-30,0.0521,63.864,0.247,1942,1942-01-01,Carlo Buti,Carlo Buti182204Bambina0.9930.2750.033700.00018570.0988-24.56110.052163.8640.247,0,look ayy look nigga killer push condom yo pocket pussy quarantine tell promoter book puff bar bitch cig baby mama house game kid drunk juice fridge hatin man podcast nigga grams sack runner please man fore nigga fan field quarterback rap strap jack fuck bitch comin man bitch tory nigga money story jus bitch bitch scene bloody aimin straight head bitch gon cop actin fed toe buddha rapper address movin surfer cause bed girl skeet suction fu grip coochie head shooter tell witness head shout guillotine somebody prayin mama head punk foolishness kiri pullin gut gruesome shit verse everybody yeah sittin coup tryin cream shoe bitch get truck runnin klan buck bitch water bitch eye money droppin pound guy lotta shit rap guy yo finna blast mine niggas landmine bitch dm show damn line bitch damn line jus gun finna jam mine mask mankind truey respect brother shooter internet shooter womb rapper bastard play play god god pack london bambino pedo smackdown gettin light mida honor mobbin wawa ju em potato date hoe shootin bitch tory nigga money story jus bitch bitch scene bloody gory,"({'num_sentences': 8, 'num_words': 841, 'num_syllables': 864}, {'readability': 13.219, 'grade': 'College Graduate'})",8.0,841.0,864.0,13.219,College Graduate,0.2494033412887828,en,0.241,0.644,0.114,-0.9991,-1.0,36.0
25,25,5xaJ0guQNDtSrIhH0XWuLq,,,,,,,,,,,,,,,,,,,,,,0.983,['Sonny Boy Williamson I'],0.505,187559,0.258,0,2.59e-05,0,0.159,-14.695,1,Big Apple Blues,0,1941,0.119,82.74,0.8759999999999999,1941,1941-01-01,Sonny Boy Williamson I,Sonny Boy Williamson I187559Big Apple Blues0.9830.5050.25802.59e-0500.159-14.69510.11982.740.8759999999999999,0,apple blue robert lee mccoy aurora illinois robert lee guitar piano boy williamson harmonica album robert lee bluebird recording bluebird rca baby mo baby mo apple yo day baby round round apple mo kind place kind kind sho place yo apple play thing playin mike guess yas gon baby apple place,"({'num_sentences': 1, 'num_words': 278, 'num_syllables': 268}, {'readability': -156.892, 'grade': 'College Graduate'})",1.0,278.0,268.0,-156.892,College Graduate,0.1978417266187049,en,0.031,0.8959999999999999,0.072,0.8190000000000001,1.0,60.8484016149315
26,26,3PRf5zTYTgZPzmjCMx0ADh,,,,,,,,,,,,,,,,,,,,,,0.0184,['Masonic'],0.49,163560,0.524,0,0.000237,9,0.0711,-8.152000000000001,1,End of Summer,0,2020-08-17,0.0267,111.495,0.286,2020,2020-01-01,Masonic,Masonic163560End of Summer0.01840.490.52400.00023790.0711-8.15200000000000110.0267111.4950.28600000000000003,0,flesh hair eyesight planet hater hate gulf coast news headline time day friend city rose orchid petal love love love love fight night valencia street burger joint guy nebraska guy woman curb man side man side everyone okay thank night song chapel singer blag dahlia dwarf classy bob davenport song girl name hand music reply friend hand hardwood floor creaky cat meow guitar tube age workload socialize nothing mayweather lamp testosterone movie director ear dinner door woman hey mister wallet floor jacket glass floor everybody name jayme bartle hey space pity waiter gon na hey anyhow time guy thank montana prison havana boat atlantic mansion miami word prefer backstage autograph perfection love love love love love love love summer staycation cremation husband cane heart picture everyone grandchild car end lawn flower doubt deny love undying love agonize bookstore day counter girl hand cash eye mark kozelek man god fan panera bread francisco panera bread francisco someone panera bread francisco anyhow silence isis sit midlife crisis boss blanket vibe sir book store barn musty quilt language okay girl feeling reason brain phone door way home road mind vegan charle bukowski mike tyson biography sort happiness overcome connection result eye care heart lip smile word melody,"({'num_sentences': 2, 'num_words': 1295, 'num_syllables': 1554}, {'readability': -551.897, 'grade': 'College Graduate'})",2.0,1295.0,1554.0,-551.8969999999999,College Graduate,0.2578906851424172,en,0.071,0.8220000000000001,0.107,0.9857,1.0,4.0
27,27,1zPqbgxIRE0YubqaH3M0cN,,,,,,,,,,,,,,,,,,,,,,0.444,['Masonic'],0.6609999999999999,275907,0.52,0,0.0003399999999999,9,0.0827,-9.165,1,The Answer,0,2020-08-17,0.0267,103.436,0.527,2020,2020-01-01,Masonic,Masonic275907The Answer0.4440.66099999999999990.5200.0003490.0827-9.16510.0267103.4360.527,0,optical man vision mirror possession seek help digression piece kind hope peace future action degree maximum year comma explosion button fate hallucinate bar nothing brother destruct flu technology advance government official employment question theory person change belief perception people seat taxi fee problem persistence existence look hand sin answer question day live novel edition start decision trouble time position generation condition condition status bout condition condition status bout condition voice travel mile east florida information corridor world order ill plot block monitor rock society pyramid back dollar rung rung scholar degree fraternity order belief beast infantry move reconnaissance tactic groove record truth babylon whore war proof youth percent brother dc america change frame game press oj clinton page whore wage war line defense sport short street bench circuit court battle path soldier wrath god kkk pope voice matron enclave jewel pearl swine corrupt jam cause power refine house arrest anklet information location get satellite battle advice mission metal ghetto condition cyborg tape deck glass concept ironic jenova project outcast shadow city sewer drain society humanoid information journalist morning cartoon consist sin act violence violent file attack mode vortex barcode condition future indefinite genetic forget utopia junk planet reality life art gallery top way live citizen drive lie government eye earth contemplation man victim mutation cycle wickedness nation god arm side judgment day millennium dust wind see fantasy body housing soul destiny step future palm generation rotation action society sin stagnant fight system pass wisdom seven mind heaven,"({'num_sentences': 6, 'num_words': 900, 'num_syllables': 1267}, {'readability': -64.513, 'grade': 'College Graduate'})",6.0,900.0,1267.0,-64.513,College Graduate,0.4312849162011173,en,0.147,0.74,0.113,-0.9894,-1.0,4.0
28,28,1Iz2uLsIy8AFrxN6tA23iy,,,,,,,,,,,,,,,,,,,,,,0.00115,['Story Of The Year'],0.517,211147,0.979,0,0.0,5,0.488,-2.949,0,We Don't Care Anymore,0,2020-07-10,0.0675,98.17,0.359,2020,2020-01-01,Story Of The Year,Story Of The Year211147We Don't Care Anymore0.001150.5170.97900.050.488-2.94900.067598.170.359,0,gun front eye time chance tonight day night heart shadow hard judgment nothing care care care care gun front eye path take world tonight name bone care care care care let let die thing time hand judgment sacrifice let time time let care care care care care care care care let let love die,"({'num_sentences': 1, 'num_words': 269, 'num_syllables': 303}, {'readability': -161.493, 'grade': 'College Graduate'})",1.0,269.0,303.0,-161.493,College Graduate,0.1933085501858736,en,0.286,0.599,0.115,-0.9924,-1.0,58.0
29,29,1ufp6y4z6brWH5xuxevlY8,,,,,,,,,,,,,,,,,,,,,,0.679,['Hot Tuna'],0.6409999999999999,524187,0.336,0,0.385,4,0.728,-17.086,1,99 Year Blues,0,2010-07-13,0.0263,100.098,0.547,2010,2010-01-01,Hot Tuna,Hot Tuna52418799 Year Blues0.6790.64099999999999990.33600.38540.728-17.08610.0263100.0980.547,0,pistol man round gon everybody ta man frame thing miss cause aim aim aim aim aim world drag friend gon connection dope,"({'num_sentences': 3, 'num_words': 118, 'num_syllables': 106}, {'readability': 90.915, 'grade': '5th Grade'})",3.0,118.0,106.0,90.915,5th Grade,0.2521008403361344,en,0.262,0.604,0.134,-0.9564,-1.0,40.0
30,30,79Pbrg9gBjdA1XZOWGAel0,,,,,,,,,,,,,,,,,,,,,,0.0116,['Man'],0.405,245960,0.83,0,0.309,5,0.0966,-7.954,1,Back into the Future - 2006 Remaster,0,2006-06-26,0.0301,130.627,0.1889999999999999,2006,2006-01-01,Man,Man245960Back into the Future - 2006 Remaster0.01160.4050.8300.30950.0966-7.95410.0301130.6270.189,0,stevie nick edge joan jett blackheart rock roll way cranberry zombie non brother company piece heart heart barracuda pat shoot alabama amy back blood cut haim wire hole celebrity skin tash jungle florence machine dog day agne welcome alani night joan jett blackheart misery business dream ex cardigan lovefool raise hell doubt hannah wicklund steppin bomb breeze interrupter te ting breeder cannonball meg myer hill spell nocturnal paris jade joy runaway cherry bomb yeah head pj water bishop river fleetwood man man man world mazzy star fade letter misery respect trouble grace mitchell pretty crush joan jett blackheart crimson clover sara weatherman wednesday night melody evanescence life kill future army jefferson somebody atta beach til voice brickell bohemian coast feeling go go beat help ace stick rilo portion fox hurricane jackson eye marmozet captivate kendra banshee tigress power line kit silver lining pretend moment oh year day skeleton halfway veruca seether monster man crystal jett blackheart cherry bomb girl close melissa way daughter story kate bush woman work regrette california friend phair,"({'num_sentences': 3, 'num_words': 568, 'num_syllables': 648}, {'readability': -81.854, 'grade': 'College Graduate'})",3.0,568.0,648.0,-81.854,College Graduate,0.4938271604938271,en,0.128,0.737,0.136,0.3719,1.0,60.8484016149315
31,31,6Fp9EtSxnZ5L7bi5jrHwb4,,,,,,,,,,,,,,,,,,,,,,0.0002009999999999,['Interstate'],0.528,231184,0.755,0,0.828,11,0.109,-12.421,1,I Found You - Radio Edit,0,2013-03-08,0.0372,132.96200000000002,0.4970000000000001,2013,2013-01-01,Interstate,Interstate231184I Found You - Radio Edit0.0002010.5280.75500.828110.109-12.42110.0372132.962000000000020.4970000000000001,0,think darkness night arm heart,"({'num_sentences': 7, 'num_words': 143, 'num_syllables': 121}, {'readability': 114.515, 'grade': '5th Grade'})",7.0,143.0,121.0,114.515,5th Grade,0.4225352112676056,en,0.1119999999999999,0.7929999999999999,0.094,-0.0258,-1.0,60.8484016149315
32,32,6TVeB6IIIZF0XQOwJdwDDC,,,,,,,,,,,,,,,,,,,,,,0.0679,['Jüsan'],0.521,126720,0.401,1,0.0,1,0.346,-14.73,0,Delusions of Grandeur,0,2019-01-14,0.177,75.824,0.268,2019,2019-01-01,Jüsan,Jüsan126720Delusions of Grandeur0.06790.5210.40110.010.34600000000000003-14.7300.17775.8240.268,0,january comethazine bawskee jame form bank conn3ct3d burger man mustard teenage disillusionment member member vol lil boom hentai ap addie pitino freewave substance gunna drip father thouxanbanfauni sake night goodnight lovell march solange home dababy baby baby zacari run lil crazy kid world habbit april ap addie izzo anderson ventura pivot gang blood booth rico nasty kenny anger management schoolboy crash talk pablo blo movie nudy pi sli stay money shawty tyler creator igor flamagra swavay pure infinity denzel zuu june valee runnin future diaspora lil mexico gucci delusion grandeur lil pi life pi freddie gibb madlib bandana ethernet mustard perfect july revenge dreamer ap addie calipari icon blood orange angel maxo kream bank deadication comethazine bawskee chance day august music forever,"({'num_sentences': 5, 'num_words': 334, 'num_syllables': 402}, {'readability': 37.209, 'grade': 'College Level'})",5.0,334.0,402.0,37.209,College Level,0.4969696969696969,en,0.1,0.7559999999999999,0.144,0.9241,1.0,60.8484016149315
33,33,4OiVYDOCga74AmVdAipKPQ,,,,,,,,,,,,,,,,,,,,,,0.1,['Jüsan'],0.736,149786,0.447,1,0.0,1,0.109,-13.587,1,Ain't Meant to Be,0,2019-01-14,0.237,78.564,0.565,2019,2019-01-01,Jüsan,Jüsan149786Ain't Meant to Be0.10.7360.44710.010.109-13.58710.23778.5640.565,0,sway demo lady gentleman end begin name derek hype magazine buzz mixtape blood sweat tear mind way crap head music begin introduction dream demo arrival dcypha london dungeon people side side side side yeah year people video album kid ben dream end live city kid man smoke lean start life gun pen shoot run clown tha talk tha town yester day gon crown middle gather crowd begin memory school teacher world friend enemie blood sweat tear music demo time place haringey kid brook road practice rap emcee lot time friend penny access mother land land boy accent music room school rhythm riddle boy accent lisene lp debut energy eh ger eager er thing school commodore atari number album album enemy ahhh dust hype buzz wife lust lie thug knife entertainment life time chorus break side prayer side prayer angel fear foe phobia obeah voodoo hope ya hang rope ya hope ya hang rope ya cause god harm dark psalm path beast palce boy police iman priest gon church cross neck mosque quran bead,"({'num_sentences': 6, 'num_words': 833, 'num_syllables': 979}, {'readability': -33.509, 'grade': 'College Graduate'})",6.0,833.0,979.0,-33.509,College Graduate,0.2544802867383512,en,0.076,0.857,0.066,-0.9456,-1.0,60.8484016149315
34,34,7w4oROW4gCnlDvrWQpJOoF,,,,,,,,,,,,,,,,,,,,,,0.589,['Jüsan'],0.564,128000,0.469,1,0.0,0,0.732,-14.095999999999998,0,So Long,0,2019-01-14,0.6579999999999999,70.339,0.6970000000000001,2019,2019-01-01,Jüsan,Jüsan128000So Long0.5890.5640.46910.000.732-14.09599999999999800.657999999999999970.3390.6970000000000001,0,damn idea pain work blood sweat tear bro suprise stare bitch shit stay ex bitch brit see mind puttin bitch fuck dirt myiesha brother year moment brain work success wit pain couple name earth watch niggas disguise loyalty end ride xanie perk nigga medusa eye get kid answer shit hand mean mother stress care kid one brother albee meet ya mother cos wit mother mother thousand mother step truth truth prodigy yea lie people ta bucket love thing laugh thing tear eye cos reason reason ta shit hesitate boy wassup hope show boy love shit brace person hate thinkin feel shit shit pain pain pain deal work work,"({'num_sentences': 15, 'num_words': 808, 'num_syllables': 849}, {'readability': 63.268, 'grade': '9th Grade'})",15.0,808.0,849.0,63.268,9th Grade,0.1904761904761904,en,0.184,0.6809999999999999,0.135,-0.9751,-1.0,60.8484016149315
35,35,5FwlbtGMAq8zdVP45IqU7z,,,,,,,,,,,,,,,,,,,,,,0.115,['Jüsan'],0.5920000000000001,196153,0.436,1,0.0,6,0.18,-15.823,0,Keep It Trill,0,2019-01-14,0.406,139.84799999999998,0.3939999999999999,2019,2019-01-01,Jüsan,Jüsan196153Keep It Trill0.1150.59200000000000010.43610.060.18-15.82300.406139.847999999999980.394,0,wee hm hm hm hm bank beisha fuck ooh bitch neck playin movin like hoe book bookin flight homegirl hand pop shit live mammy house type bitch mammy whip mammy clearing bill bitch doin hoe deal bitch dumb boss bum nigga gon tell spend bag money ass bitch goin bout nigga queen kong monster jacket zipper ass bitch goin bout nigga queen kong monster jacket zipper ho face mouth realtor hoe wan na case fuckin lace ooh shake pom pom em shell wonton player juan rollie tick tickin time bomb ass fat jean rapper dm shit juvie hoe body pussy monkey see bitch move cause diamond watch hammer em bitch ass bitch goin bout nigga queen kong monster jacket zipper ass bitch goin bout nigga queen kong monster jacket zipper kong gorilla queen kong gorilla queen kong monster jacket zipper ho hold,"({'num_sentences': 3, 'num_words': 559, 'num_syllables': 560}, {'readability': -67.045, 'grade': 'College Graduate'})",3.0,559.0,560.0,-67.045,College Graduate,0.2095914742451154,en,0.201,0.698,0.1009999999999999,-0.9973,-1.0,60.8484016149315
36,36,6HVnc4FYJlvqduUslraUrQ,,,,,,,,,,,,,,,,,,,,,,0.091,['Jüsan'],0.467,201535,0.523,1,0.0536,7,0.176,-13.698,1,Wishes,0,2019-01-14,0.374,144.762,0.495,2019,2019-01-01,Jüsan,Jüsan201535Wishes0.0910.4670.52310.053670.17600000000000002-13.69810.374144.7620.495,0,heh ha ha yeah yeah mohican man heh heh somebody somebody pressure nobody everytime nothing fo betta way day fella cause murder umbrella lot gun runner relish army fuck round desire dream back back jean button leave thang airplane street mean wish lord forgiveness cause sinner winner runnin marathon niggas sprinter finger lookin start minute let niggas round body heart makin fo nigga em witness rule choose man cold load ten shot till hole god niggas act game mirror clown vivid game mirror vivid killer world spit braille raw scale start dyin nobody injection braille rule thru nobody cop shit tuesday bitch kind study mind dupe design people time whoever line veteran muthafuckin rap religion practice baptist witness lord picture cal laugh niggas cemetery bitch wit brick game board queen regime team shout preme keepin ya cash clean million record jean game mirror clown vivid game mirror vivid killer wha cha nothin niggas game murder inc em muthafuckin niggas game need murder niggas holla danger danger merc caddy child rest peace muthafuckin nigga cannon cannon,"({'num_sentences': 105, 'num_words': 1284, 'num_syllables': 1228}, {'readability': 113.513, 'grade': '5th Grade'})",105.0,1284.0,1228.0,113.513,5th Grade,0.2390350877192982,en,0.136,0.721,0.143,0.777,1.0,60.8484016149315
37,37,3KB4k3IcHMSoM5KPwYiF4a,,,,,,,,,,,,,,,,,,,,,,0.0474,['Jüsan'],0.569,219350,0.573,1,0.0,7,0.4320000000000001,-14.689,1,Light It Up,0,2019-01-14,0.4679999999999999,75.001,0.38,2019,2019-01-01,Jüsan,Jüsan219350Light It Up0.04740.5690.57310.070.4320000000000001-14.68910.46875.0010.38,0,club man fuck everybody sus em light man everybody sus shit clique business bitch point girl internet mission cigarette puff eye pray love cause boyfriend motion ocean notion breath face walter meth chest keel object everything turn gold mida everything bitin dust man eye place rapper brake presence blessing cool ice bitch juan square octagon bank account overdrawn bitch genghis reaction icon baby mom nikon hotel room versace python shit environment nothing get shine ultraviolet pain scientist style pocket money green swag nobody heat fan heat plan rapper mustard damn brick homie variety trick pony beat rap dinner hike view race bottom winner matter teach ladder,"({'num_sentences': 3, 'num_words': 557, 'num_syllables': 630}, {'readability': -77.304, 'grade': 'College Graduate'})",3.0,557.0,630.0,-77.304,College Graduate,0.3507194244604316,en,0.09,0.75,0.16,0.9856,1.0,60.8484016149315
38,38,3mY4Vand9PDHHQTpBP6rjr,,,,,,,,,,,,,,,,,,,,,,0.127,['Kern'],0.616,170214,0.425,0,0.000109,9,0.162,-8.98,0,Follow me down,0,2016-08-06,0.0267,87.50399999999998,0.1119999999999999,2016,2016-01-01,Kern,Kern170214Follow me down0.1270.6160.42500.00010990.162-8.9800.026787.503999999999980.112,0,land ren face moon tongue lon ger ken town round face ruin work brun wick gold cape way escape mine hole ground look lode vein copper clay arsenic tin blood skin county cousin jack soil granite sea choice vision heaven john wesley voice joseph michael year dream way darkness deep heart seam mine hole ground look lode vein copper clay arsenic tin blood skin county cousin jack dream bridge tamar east house fish sea mine hole ground look lode vein copper clay arsenic tin blood skin county cousin jack,"({'num_sentences': 4, 'num_words': 379, 'num_syllables': 393}, {'readability': 22.939, 'grade': 'College Graduate'})",4.0,379.0,393.0,22.939,College Graduate,0.2101063829787234,en,0.053,0.906,0.0409999999999999,-0.466,-1.0,60.8484016149315
39,39,6zDRGbSnaRFzAiD0qrq8AO,,,,,,,,,,,,,,,,,,,,,,0.327,['Kern'],0.585,369685,0.43,0,0.0112,11,0.1119999999999999,-7.895,1,Shine on - (Life),0,2016-08-06,0.0234,78.001,0.179,2016,2016-01-01,Kern,Kern369685Shine on - (Life)0.3270.5850.4300.0112110.112-7.89510.023478.0010.179,0,uh responsibility something teacher somebody attention something kind way fire eye stove blaze revenant day demon way traffic ratchet road rage ya structure shoot eye em closet afterlife death life brain narcotic god demon bring hydraulic wisdom knowledge sharin prophet action cuz pocket thousand hunnid proud son cuz buzzin something smile smile grin grin nigga friend friend fool shit love son snake knowledge follower till soul nigga goal truth car clothe diamond gold performin hella show nailin hoe loan slave throne song bitch flyer drone giant goliath thought break roach kitchen floor egg store winter hoodie winter coat fuck dope paper envelope gigolo think soap fucking cop door lot pigalo remindin god people struggle robbin stealin sellin pack christmas kid wonder bar bodybuilder shine nigga oil try prison system place picture nigga nigga gon pay lawyer baby diamond damn watch hood damn block damn glock opps damn bunch gram pot field sandlot momma damn box shamrock rap city damn top dick hope john hancock nobody damn knot rubberband couple gun case steel fan kill hopin whip heel heal nigga nigga give complain chill deal homie man man thankful bank aunt viv wonderin hell punishment jesus cross man sin nobody nobody pure nobody spot crazy secure god move fightin demon droppin jewel something something something majority people,"({'num_sentences': 12, 'num_words': 1163, 'num_syllables': 1203}, {'readability': 20.955, 'grade': 'College Graduate'})",12.0,1163.0,1203.0,20.955,College Graduate,0.2773913043478261,en,0.129,0.6709999999999999,0.2,0.9977,1.0,60.8484016149315
40,40,5wZ67gmPJDc72nAlxTP7oe,,,,,,,,,,,,,,,,,,,,,,0.0003529999999999,['Kern'],0.43,151824,0.8170000000000001,0,0.0,7,0.275,-4.534,0,I'm gonna run,0,2016-08-06,0.0513,119.643,0.687,2016,2016-01-01,Kern,Kern151824I'm gonna run0.0003530.430.817000000000000100.070.275-4.53400.0513119.6430.687,0,wan momma boy hope vision right eye life boy cry gon pain people yeah plan friend flex rack excess option money grow rack protein truth way girl ex cause somehow back someone love heart torture love momma boy hope keep vision bright right eye life boy cry gon pain people hater wait heavens gate cease spirit praise way vision feelin dealin run taar gon avatar feelin typa insain bob mar star man star man money man money ken movie star star man star man money man money ken movie star momma boy hope keep vision bright right eye life boy cry gon pain people syiimber,"({'num_sentences': 1, 'num_words': 515, 'num_syllables': 556}, {'readability': -407.225, 'grade': 'College Graduate'})",1.0,515.0,556.0,-407.225,College Graduate,0.1349809885931558,en,0.085,0.733,0.182,0.9946,1.0,60.8484016149315
